ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,StartDate,EndDate,Status
135,LN-7161,NULL,NULL,NULL,Lock Nut 14,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
136,LN-7162,NULL,NULL,NULL,Lock Nut 15,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
137,LN-8320,NULL,NULL,NULL,Lock Nut 4,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
138,LN-9080,NULL,NULL,NULL,Lock Nut 19,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
139,LN-9161,NULL,NULL,NULL,Lock Nut 18,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
140,LR-2398,NULL,NULL,NULL,Lock Ring,NULL,0,Silver,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
141,LR-8520,NULL,NULL,NULL,Lower Head Race,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
142,LW-1000,NULL,NULL,NULL,Lock Washer 4,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
143,LW-1200,NULL,NULL,NULL,Lock Washer 5,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
144,LW-1201,NULL,NULL,NULL,Lock Washer 10,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
145,LW-1400,NULL,NULL,NULL,Lock Washer 6,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
146,LW-3400,NULL,NULL,NULL,Lock Washer 13,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
147,LW-3800,NULL,NULL,NULL,Lock Washer 8,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
148,LW-4000,NULL,NULL,NULL,Lock Washer 1,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
149,LW-5160,NULL,NULL,NULL,Lock Washer 7,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
150,LW-5800,NULL,NULL,NULL,Lock Washer 12,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
151,LW-6000,NULL,NULL,NULL,Lock Washer 2,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
152,LW-7160,NULL,NULL,NULL,Lock Washer 9,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
153,LW-8000,NULL,NULL,NULL,Lock Washer 3,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
154,LW-9160,NULL,NULL,NULL,Lock Washer 11,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
155,MA-7075,NULL,NULL,NULL,Metal Angle,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
156,MB-2024,NULL,NULL,NULL,Metal Bar 1,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
157,MB-6061,NULL,NULL,NULL,Metal Bar 2,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
158,MP-2066,NULL,NULL,NULL,Metal Plate 2,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
159,MP-2503,NULL,NULL,NULL,Metal Plate 1,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
160,MP-4960,NULL,NULL,NULL,Metal Plate 3,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
161,MS-0253,NULL,NULL,NULL,Metal Sheet 2,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
162,MS-1256,NULL,NULL,NULL,Metal Sheet 3,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
163,MS-1981,NULL,NULL,NULL,Metal Sheet 7,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
164,MS-2259,NULL,NULL,NULL,Metal Sheet 4,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
165,MS-2341,NULL,NULL,NULL,Metal Sheet 5,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
166,MS-2348,NULL,NULL,NULL,Metal Sheet 6,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
167,MS-6061,NULL,NULL,NULL,Metal Sheet 1,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
168,MT-1000,NULL,NULL,NULL,Metal Tread Plate,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
169,NI-4127,NULL,NULL,NULL,LL Nipple,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,L ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
170,NI-9522,NULL,NULL,NULL,HL Nipple,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
171,PA-187B,NULL,NULL,NULL,Paint - Black,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
172,PA-361R,NULL,NULL,NULL,Paint - Red,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
173,PA-529S,NULL,NULL,NULL,Paint - Silver,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
174,PA-632U,NULL,NULL,NULL,Paint - Blue,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
175,PA-823Y,NULL,NULL,NULL,Paint - Yellow,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
176,PB-6109,NULL,NULL,NULL,Pinch Bolt,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
177,RA-2345,NULL,NULL,NULL,Cup-Shaped Race,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
178,RA-7490,NULL,NULL,NULL,Cone-Shaped Race,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
179,RF-9198,NULL,NULL,NULL,Reflector,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
180,RM-M464,NULL,G  ,NULL,LL Mountain Rim,NULL,0,NA,800,600,NULL,NULL,NA,435,0,NULL,NULL,L ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
181,RM-M692,NULL,G  ,NULL,ML Mountain Rim,NULL,0,NA,800,600,NULL,NULL,NA,450,0,NULL,NULL,M ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
182,RM-M823,NULL,G  ,NULL,HL Mountain Rim,NULL,0,NA,800,600,NULL,NULL,NA,400,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
183,RM-R436,NULL,G  ,NULL,LL Road Rim,NULL,0,NA,800,600,NULL,NULL,NA,445,0,NULL,NULL,L ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
184,RM-R600,NULL,G  ,NULL,ML Road Rim,NULL,0,NA,800,600,NULL,NULL,NA,450,0,NULL,NULL,M ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
185,RM-R800,NULL,G  ,NULL,HL Road Rim,NULL,0,NA,800,600,NULL,NULL,NA,400,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
186,RM-T801,NULL,G  ,NULL,Touring Rim,NULL,0,NA,800,600,NULL,NULL,NA,460,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
187,SA-M198,NULL,NULL,NULL,LL Mountain Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,L ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
188,SA-M237,NULL,NULL,NULL,ML Mountain Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,M ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
189,SA-M687,NULL,NULL,NULL,HL Mountain Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
190,SA-R127,NULL,NULL,NULL,LL Road Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,L ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
191,SA-R430,NULL,NULL,NULL,ML Road Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,M ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
192,SA-R522,NULL,NULL,NULL,HL Road Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
193,SA-T467,NULL,NULL,NULL,LL Touring Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,L ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
194,SA-T612,NULL,NULL,NULL,ML Touring Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,M ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
195,SA-T872,NULL,NULL,NULL,HL Touring Seat Assembly,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
196,SD-2342,NULL,NULL,NULL,LL Spindle/Axle,NULL,0,NA,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,L ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
197,SD-9872,NULL,NULL,NULL,HL Spindle/Axle,NULL,0,NA,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
198,SH-4562,NULL,NULL,NULL,LL Shell,NULL,0,NA,800,600,NULL,NULL,NA,NULL,0,NULL,NULL,L ,NULL,NULL,2003-07-01 00:00:00,NULL,Current
199,SH-9312,NULL,NULL,NULL,HL Shell,NULL,0,NA,800,600,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
200,SK-9283,NULL,NULL,NULL,Spokes,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
201,SL-0931,NULL,NULL,NULL,Seat Lug,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
202,SM-9087,NULL,NULL,NULL,Stem,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
203,SP-2981,NULL,NULL,NULL,Seat Post,NULL,0,NA,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
204,SR-2098,NULL,NULL,NULL,Steerer,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
205,SS-2985,NULL,NULL,NULL,Seat Stays,NULL,0,NA,800,600,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
206,ST-9828,NULL,NULL,NULL,Seat Tube,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
207,TO-2301,NULL,NULL,NULL,Top Tube,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
208,TP-0923,NULL,NULL,NULL,Tension Pulley,NULL,0,NA,800,600,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
209,RC-0291,NULL,NULL,NULL,Rear Derailleur Cage,NULL,0,Silver,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00,NULL,Current
210,FR-R92B-58,14,LB ,CM ,"HL Road Frame - Black, 58",NULL,1,Black,500,375,NULL,58,54-58 CM,2.24,1,R ,NULL,H ,U ,HL Road Frame,2003-07-01 00:00:00,NULL,Current
211,FR-R92R-58,14,LB ,CM ,"HL Road Frame - Red, 58",NULL,1,Red,500,375,NULL,58,54-58 CM,2.24,1,R ,NULL,H ,U ,HL Road Frame,2003-07-01 00:00:00,NULL,Current
212,HL-U509-R,31,NULL,NULL,"Sport-100 Helmet, Red",12.0278,1,Red,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
213,HL-U509-R,31,NULL,NULL,"Sport-100 Helmet, Red",13.8782,1,Red,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
214,HL-U509-R,31,NULL,NULL,"Sport-100 Helmet, Red",13.0863,1,Red,4,3,34.99,NULL,NA,NULL,0,S ,20.994,NULL,NULL,Sport-100,2013-07-01 00:00:00,NULL,Current
215,HL-U509,31,NULL,NULL,"Sport-100 Helmet, Black",12.0278,1,Black,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
216,HL-U509,31,NULL,NULL,"Sport-100 Helmet, Black",13.8782,1,Black,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
217,HL-U509,31,NULL,NULL,"Sport-100 Helmet, Black",13.0863,1,Black,4,3,34.99,NULL,NA,NULL,0,S ,20.994,NULL,NULL,Sport-100,2013-07-01 00:00:00,NULL,Current
218,SO-B909-M,23,NULL,NULL,"Mountain Bike Socks, M",3.3963,1,White,4,3,9.5,M,M,NULL,0,M ,5.7,NULL,U ,Mountain Bike Socks,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
219,SO-B909-L,23,NULL,NULL,"Mountain Bike Socks, L",3.3963,1,White,4,3,9.5,L,L,NULL,0,M ,5.7,NULL,U ,Mountain Bike Socks,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
220,HL-U509-B,31,NULL,NULL,"Sport-100 Helmet, Blue",12.0278,1,Blue,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
221,HL-U509-B,31,NULL,NULL,"Sport-100 Helmet, Blue",13.8782,1,Blue,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
222,HL-U509-B,31,NULL,NULL,"Sport-100 Helmet, Blue",13.0863,1,Blue,4,3,34.99,NULL,NA,NULL,0,S ,20.994,NULL,NULL,Sport-100,2013-07-01 00:00:00,NULL,Current
223,CA-1098,19,NULL,NULL,AWC Logo Cap,5.7052,1,Multi,4,3,8.6442,NULL,NA,NULL,0,S ,5.1865,NULL,U ,Cycling Cap,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
224,CA-1098,19,NULL,NULL,AWC Logo Cap,5.2297,1,Multi,4,3,8.6442,NULL,NA,NULL,0,S ,5.1865,NULL,U ,Cycling Cap,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
225,CA-1098,19,NULL,NULL,AWC Logo Cap,6.9223,1,Multi,4,3,8.99,NULL,NA,NULL,0,S ,5.394,NULL,U ,Cycling Cap,2013-07-01 00:00:00,NULL,Current
226,LJ-0192-S,21,NULL,NULL,"Long-Sleeve Logo Jersey, S",31.7244,1,Multi,4,3,48.0673,S,S,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
227,LJ-0192-S,21,NULL,NULL,"Long-Sleeve Logo Jersey, S",29.0807,1,Multi,4,3,48.0673,S,S,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
228,LJ-0192-S,21,NULL,NULL,"Long-Sleeve Logo Jersey, S",38.4923,1,Multi,4,3,49.99,S,S,NULL,0,S ,29.994,NULL,U ,Long-Sleeve Logo Jersey,2013-07-01 00:00:00,NULL,Current
229,LJ-0192-M,21,NULL,NULL,"Long-Sleeve Logo Jersey, M",31.7244,1,Multi,4,3,48.0673,M,M,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
230,LJ-0192-M,21,NULL,NULL,"Long-Sleeve Logo Jersey, M",29.0807,1,Multi,4,3,48.0673,M,M,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
231,LJ-0192-M,21,NULL,NULL,"Long-Sleeve Logo Jersey, M",38.4923,1,Multi,4,3,49.99,M,M,NULL,0,S ,29.994,NULL,U ,Long-Sleeve Logo Jersey,2013-07-01 00:00:00,NULL,Current
232,LJ-0192-L,21,NULL,NULL,"Long-Sleeve Logo Jersey, L",31.7244,1,Multi,4,3,48.0673,L,L,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
233,LJ-0192-L,21,NULL,NULL,"Long-Sleeve Logo Jersey, L",29.0807,1,Multi,4,3,48.0673,L,L,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
234,LJ-0192-L,21,NULL,NULL,"Long-Sleeve Logo Jersey, L",38.4923,1,Multi,4,3,49.99,L,L,NULL,0,S ,29.994,NULL,U ,Long-Sleeve Logo Jersey,2013-07-01 00:00:00,NULL,Current
235,LJ-0192-X,21,NULL,NULL,"Long-Sleeve Logo Jersey, XL",31.7244,1,Multi,4,3,48.0673,XL,XL,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
236,LJ-0192-X,21,NULL,NULL,"Long-Sleeve Logo Jersey, XL",29.0807,1,Multi,4,3,48.0673,XL,XL,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
237,LJ-0192-X,21,NULL,NULL,"Long-Sleeve Logo Jersey, XL",38.4923,1,Multi,4,3,49.99,XL,XL,NULL,0,S ,29.994,NULL,U ,Long-Sleeve Logo Jersey,2013-07-01 00:00:00,NULL,Current
238,FR-R92R-62,14,LB ,CM ,"HL Road Frame - Red, 62",747.9682,1,Red,500,375,1263.4598,62,60-62 CM,2.3,1,R ,758.0759,H ,U ,HL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
239,FR-R92R-62,14,LB ,CM ,"HL Road Frame - Red, 62",722.2568,1,Red,500,375,1301.3636,62,60-62 CM,2.3,1,R ,780.8182,H ,U ,HL Road Frame,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
240,FR-R92R-62,14,LB ,CM ,"HL Road Frame - Red, 62",868.6342,1,Red,500,375,1431.5,62,60-62 CM,2.3,1,R ,858.9,H ,U ,HL Road Frame,2013-07-01 00:00:00,NULL,Current
241,FR-R92R-44,14,LB ,CM ,"HL Road Frame - Red, 44",747.9682,1,Red,500,375,1263.4598,44,42-46 CM,2.12,1,R ,758.0759,H ,U ,HL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
242,FR-R92R-44,14,LB ,CM ,"HL Road Frame - Red, 44",722.2568,1,Red,500,375,1301.3636,44,42-46 CM,2.12,1,R ,780.8182,H ,U ,HL Road Frame,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
243,FR-R92R-44,14,LB ,CM ,"HL Road Frame - Red, 44",868.6342,1,Red,500,375,1431.5,44,42-46 CM,2.12,1,R ,858.9,H ,U ,HL Road Frame,2013-07-01 00:00:00,NULL,Current
244,FR-R92R-48,14,LB ,CM ,"HL Road Frame - Red, 48",747.9682,1,Red,500,375,1263.4598,48,48-52 CM,2.16,1,R ,758.0759,H ,U ,HL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
245,FR-R92R-48,14,LB ,CM ,"HL Road Frame - Red, 48",722.2568,1,Red,500,375,1301.3636,48,48-52 CM,2.16,1,R ,780.8182,H ,U ,HL Road Frame,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
246,FR-R92R-48,14,LB ,CM ,"HL Road Frame - Red, 48",868.6342,1,Red,500,375,1431.5,48,48-52 CM,2.16,1,R ,858.9,H ,U ,HL Road Frame,2013-07-01 00:00:00,NULL,Current
247,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",747.9682,1,Red,500,375,1263.4598,52,48-52 CM,2.2,1,R ,758.0759,H ,U ,HL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
248,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",722.2568,1,Red,500,375,1301.3636,52,48-52 CM,2.2,1,R ,780.8182,H ,U ,HL Road Frame,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
249,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",868.6342,1,Red,500,375,1431.5,52,48-52 CM,2.2,1,R ,858.9,H ,U ,HL Road Frame,2013-07-01 00:00:00,NULL,Current
250,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",747.9682,1,Red,500,375,1263.4598,56,54-58 CM,2.24,1,R ,758.0759,H ,U ,HL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
251,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",722.2568,1,Red,500,375,1301.3636,56,54-58 CM,2.24,1,R ,780.8182,H ,U ,HL Road Frame,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
252,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",868.6342,1,Red,500,375,1431.5,56,54-58 CM,2.24,1,R ,858.9,H ,U ,HL Road Frame,2013-07-01 00:00:00,NULL,Current
253,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",176.1997,1,Black,500,375,297.6346,58,54-58 CM,2.46,1,R ,178.5808,L ,U ,LL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
254,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",170.1428,1,Black,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,LL Road Frame,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
255,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",204.6251,1,Black,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,LL Road Frame,2013-07-01 00:00:00,NULL,Current
256,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",176.1997,1,Black,500,375,297.6346,60,60-62 CM,2.48,1,R ,178.5808,L ,U ,LL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
257,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",170.1428,1,Black,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,LL Road Frame,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
258,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",204.6251,1,Black,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,LL Road Frame,2013-07-01 00:00:00,NULL,Current
259,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",176.1997,1,Black,500,375,297.6346,62,60-62 CM,2.5,1,R ,178.5808,L ,U ,LL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
260,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",170.1428,1,Black,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,LL Road Frame,2012-07-01 00:00:00,2008-12-27 00:00:00,NULL
261,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",204.6251,1,Black,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,LL Road Frame,2013-07-01 00:00:00,NULL,Current
262,FR-R38R-44,14,LB ,CM ,"LL Road Frame - Red, 44",181.4857,1,Red,500,375,306.5636,44,42-46 CM,2.32,1,R ,183.9382,L ,U ,LL Road Frame,2011-07-01 00:00:00,2007-12-28 00:00:00,NULL
